Branch,Job Role,Course Name,Platform,Course Link
Agricultural Engineering,Project Engineer (Junior),AutoCAD Complete Course,Udemy,https://www.udemy.com/course/autocad-complete-course/
Agricultural Engineering,Project Engineer (Junior),Data Science Professional Certificate,edX,https://www.edx.org/professional-certificate/harvardx-data-science
Agricultural Engineering,Project Engineer (Junior),Six Sigma Yellow Belt,Coursera,https://www.coursera.org/learn/six-sigma-yellow-belt
Agricultural Engineering,Specialisation-based Entry Role,Engineering Mechanics,NPTEL,https://nptel.ac.in/courses/112105124
Agricultural Engineering,Specialisation-based Entry Role,Project Management,NPTEL,https://nptel.ac.in/courses/110104073
Agricultural Engineering,Specialisation-based Entry Role,Machine Learning Specialization,Coursera,https://www.coursera.org/specializations/machine-learning-introduction
Agricultural Engineering,Specialisation-based Entry Role,AutoCAD Complete Course,Udemy,https://www.udemy.com/course/autocad-complete-course/
Agricultural Engineering,Specialisation-based Entry Role,Data Science Professional Certificate,edX,https://www.edx.org/professional-certificate/harvardx-data-science
Agricultural Engineering,Specialisation-based Entry Role,Six Sigma Yellow Belt,Coursera,https://www.coursera.org/learn/six-sigma-yellow-belt
Environmental Engineering,Graduate Engineer Trainee,Engineering Mechanics,NPTEL,https://nptel.ac.in/courses/112105124
Environmental Engineering,Graduate Engineer Trainee,Project Management,NPTEL,https://nptel.ac.in/courses/110104073
Environmental Engineering,Graduate Engineer Trainee,Machine Learning Specialization,Coursera,https://www.coursera.org/specializations/machine-learning-introduction
Environmental Engineering,Graduate Engineer Trainee,AutoCAD Complete Course,Udemy,https://www.udemy.com/course/autocad-complete-course/
Environmental Engineering,Graduate Engineer Trainee,Data Science Professional Certificate,edX,https://www.edx.org/professional-certificate/harvardx-data-science
Environmental Engineering,Graduate Engineer Trainee,Six Sigma Yellow Belt,Coursera,https://www.coursera.org/learn/six-sigma-yellow-belt
Environmental Engineering,Design Engineer (Entry Level),Engineering Mechanics,NPTEL,https://nptel.ac.in/courses/112105124
Environmental Engineering,Design Engineer (Entry Level),Project Management,NPTEL,https://nptel.ac.in/courses/110104073
Environmental Engineering,Design Engineer (Entry Level),Machine Learning Specialization,Coursera,https://www.coursera.org/specializations/machine-learning-introduction
Environmental Engineering,Design Engineer (Entry Level),AutoCAD Complete Course,Udemy,https://www.udemy.com/course/autocad-complete-course/
Environmental Engineering,Design Engineer (Entry Level),Data Science Professional Certificate,edX,https://www.edx.org/professional-certificate/harvardx-data-science
Environmental Engineering,Design Engineer (Entry Level),Six Sigma Yellow Belt,Coursera,https://www.coursera.org/learn/six-sigma-yellow-belt
Environmental Engineering,Production/Manufacturing Engineer,Engineering Mechanics,NPTEL,https://nptel.ac.in/courses/112105124
Environmental Engineering,Production/Manufacturing Engineer,Project Management,NPTEL,https://nptel.ac.in/courses/110104073
Environmental Engineering,Production/Manufacturing Engineer,Machine Learning Specialization,Coursera,https://www.coursera.org/specializations/machine-learning-introduction
Environmental Engineering,Production/Manufacturing Engineer,AutoCAD Complete Course,Udemy,https://www.udemy.com/course/autocad-complete-course/
Environmental Engineering,Production/Manufacturing Engineer,Data Science Professional Certificate,edX,https://www.edx.org/professional-certificate/harvardx-data-science
Environmental Engineering,Production/Manufacturing Engineer,Six Sigma Yellow Belt,Coursera,https://www.coursera.org/learn/six-sigma-yellow-belt
Environmental Engineering,Quality Assurance Engineer,Engineering Mechanics,NPTEL,https://nptel.ac.in/courses/112105124
Environmental Engineering,Quality Assurance Engineer,Project Management,NPTEL,https://nptel.ac.in/courses/110104073
Environmental Engineering,Quality Assurance Engineer,Machine Learning Specialization,Coursera,https://www.coursera.org/specializations/machine-learning-introduction
Environmental Engineering,Quality Assurance Engineer,AutoCAD Complete Course,Udemy,https://www.udemy.com/course/autocad-complete-course/
Environmental Engineering,Quality Assurance Engineer,Data Science Professional Certificate,edX,https://www.edx.org/professional-certificate/harvardx-data-science
Environmental Engineering,Quality Assurance Engineer,Six Sigma Yellow Belt,Coursera,https://www.coursera.org/learn/six-sigma-yellow-belt
Environmental Engineering,R&D Engineer (Entry Level),Engineering Mechanics,NPTEL,https://nptel.ac.in/courses/112105124
Environmental Engineering,R&D Engineer (Entry Level),Project Management,NPTEL,https://nptel.ac.in/courses/110104073
Environmental Engineering,R&D Engineer (Entry Level),Machine Learning Specialization,Coursera,https://www.coursera.org/specializations/machine-learning-introduction
Environmental Engineering,R&D Engineer (Entry Level),AutoCAD Complete Course,Udemy,https://www.udemy.com/course/autocad-complete-course/
Environmental Engineering,R&D Engineer (Entry Level),Data Science Professional Certificate,edX,https://www.edx.org/professional-certificate/harvardx-data-science
Environmental Engineering,R&D Engineer (Entry Level),Six Sigma Yellow Belt,Coursera,https://www.coursera.org/learn/six-sigma-yellow-belt
Environmental Engineering,Maintenance/Operations Engineer,Engineering Mechanics,NPTEL,https://nptel.ac.in/courses/112105124
Environmental Engineering,Maintenance/Operations Engineer,Project Management,NPTEL,https://nptel.ac.in/courses/110104073
Environmental Engineering,Maintenance/Operations Engineer,Machine Learning Specialization,Coursera,https://www.coursera.org/specializations/machine-learning-introduction
Environmental Engineering,Maintenance/Operations Engineer,AutoCAD Complete Course,Udemy,https://www.udemy.com/course/autocad-complete-course/
Environmental Engineering,Maintenance/Operations Engineer,Data Science Professional Certificate,edX,https://www.edx.org/professional-certificate/harvardx-data-science
Environmental Engineering,Maintenance/Operations Engineer,Six Sigma Yellow Belt,Coursera,https://www.coursera.org/learn/six-sigma-yellow-belt
Environmental Engineering,Testing/Validation Engineer,Engineering Mechanics,NPTEL,https://nptel.ac.in/courses/112105124
Environmental Engineering,Testing/Validation Engineer,Project Management,NPTEL,https://nptel.ac.in/courses/110104073
Environmental Engineering,Testing/Validation Engineer,Machine Learning Specialization,Coursera,https://www.coursera.org/specializations/machine-learning-introduction
Environmental Engineering,Testing/Validation Engineer,AutoCAD Complete Course,Udemy,https://www.udemy.com/course/autocad-complete-course/
Environmental Engineering,Testing/Validation Engineer,Data Science Professional Certificate,edX,https://www.edx.org/professional-certificate/harvardx-data-science
Environmental Engineering,Testing/Validation Engineer,Six Sigma Yellow Belt,Coursera,https://www.coursera.org/learn/six-sigma-yellow-belt
Environmental Engineering,Field/Application Engineer,Engineering Mechanics,NPTEL,https://nptel.ac.in/courses/112105124
Environmental Engineering,Field/Application Engineer,Project Management,NPTEL,https://nptel.ac.in/courses/110104073
Environmental Engineering,Field/Application Engineer,Machine Learning Specialization,Coursera,https://www.coursera.org/specializations/machine-learning-introduction
Environmental Engineering,Field/Application Engineer,AutoCAD Complete Course,Udemy,https://www.udemy.com/course/autocad-complete-course/
Environmental Engineering,Field/Application Engineer,Data Science Professional Certificate,edX,https://www.edx.org/professional-certificate/harvardx-data-science
Environmental Engineering,Field/Application Engineer,Six Sigma Yellow Belt,Coursera,https://www.coursera.org/learn/six-sigma-yellow-belt
Environmental Engineering,Project Engineer (Junior),Engineering Mechanics,NPTEL,https://nptel.ac.in/courses/112105124
Environmental Engineering,Project Engineer (Junior),Project Management,NPTEL,https://nptel.ac.in/courses/110104073
Environmental Engineering,Project Engineer (Junior),Machine Learning Specialization,Coursera,https://www.coursera.org/specializations/machine-learning-introduction
Environmental Engineering,Project Engineer (Junior),AutoCAD Complete Course,Udemy,https://www.udemy.com/course/autocad-complete-course/
Environmental Engineering,Project Engineer (Junior),Data Science Professional Certificate,edX,https://www.edx.org/professional-certificate/harvardx-data-science
Environmental Engineering,Project Engineer (Junior),Six Sigma Yellow Belt,Coursera,https://www.coursera.org/learn/six-sigma-yellow-belt
Environmental Engineering,Specialisation-based Entry Role,Engineering Mechanics,NPTEL,https://nptel.ac.in/courses/112105124
Environmental Engineering,Specialisation-based Entry Role,Project Management,NPTEL,https://nptel.ac.in/courses/110104073
Environmental Engineering,Specialisation-based Entry Role,Machine Learning Specialization,Coursera,https://www.coursera.org/specializations/machine-learning-introduction
Environmental Engineering,Specialisation-based Entry Role,AutoCAD Complete Course,Udemy,https://www.udemy.com/course/autocad-complete-course/
Environmental Engineering,Specialisation-based Entry Role,Data Science Professional Certificate,edX,https://www.edx.org/professional-certificate/harvardx-data-science
Environmental Engineering,Specialisation-based Entry Role,Six Sigma Yellow Belt,Coursera,https://www.coursera.org/learn/six-sigma-yellow-belt
Artificial Intelligence and Data Science,Graduate Engineer Trainee,Engineering Mechanics,NPTEL,https://nptel.ac.in/courses/112105124
Artificial Intelligence and Data Science,Graduate Engineer Trainee,Project Management,NPTEL,https://nptel.ac.in/courses/110104073
Artificial Intelligence and Data Science,Graduate Engineer Trainee,Machine Learning Specialization,Coursera,https://www.coursera.org/specializations/machine-learning-introduction
Artificial Intelligence and Data Science,Graduate Engineer Trainee,AutoCAD Complete Course,Udemy,https://www.udemy.com/course/autocad-complete-course/
Artificial Intelligence and Data Science,Graduate Engineer Trainee,Data Science Professional Certificate,edX,https://www.edx.org/professional-certificate/harvardx-data-science
Artificial Intelligence and Data Science,Graduate Engineer Trainee,Six Sigma Yellow Belt,Coursera,https://www.coursera.org/learn/six-sigma-yellow-belt
Artificial Intelligence and Data Science,Design Engineer (Entry Level),Engineering Mechanics,NPTEL,https://nptel.ac.in/courses/112105124
Artificial Intelligence and Data Science,Design Engineer (Entry Level),Project Management,NPTEL,https://nptel.ac.in/courses/110104073
Artificial Intelligence and Data Science,Design Engineer (Entry Level),Machine Learning Specialization,Coursera,https://www.coursera.org/specializations/machine-learning-introduction
Artificial Intelligence and Data Science,Design Engineer (Entry Level),AutoCAD Complete Course,Udemy,https://www.udemy.com/course/autocad-complete-course/
Artificial Intelligence and Data Science,Design Engineer (Entry Level),Data Science Professional Certificate,edX,https://www.edx.org/professional-certificate/harvardx-data-science
Artificial Intelligence and Data Science,Design Engineer (Entry Level),Six Sigma Yellow Belt,Coursera,https://www.coursera.org/learn/six-sigma-yellow-belt
Artificial Intelligence and Data Science,Production/Manufacturing Engineer,Engineering Mechanics,NPTEL,https://nptel.ac.in/courses/112105124
Artificial Intelligence and Data Science,Production/Manufacturing Engineer,Project Management,NPTEL,https://nptel.ac.in/courses/110104073
Artificial Intelligence and Data Science,Production/Manufacturing Engineer,Machine Learning Specialization,Coursera,https://www.coursera.org/specializations/machine-learning-introduction
Artificial Intelligence and Data Science,Production/Manufacturing Engineer,AutoCAD Complete Course,Udemy,https://www.udemy.com/course/autocad-complete-course/
Artificial Intelligence and Data Science,Production/Manufacturing Engineer,Data Science Professional Certificate,edX,https://www.edx.org/professional-certificate/harvardx-data-science
Artificial Intelligence and Data Science,Production/Manufacturing Engineer,Six Sigma Yellow Belt,Coursera,https://www.coursera.org/learn/six-sigma-yellow-belt
Artificial Intelligence and Data Science,Quality Assurance Engineer,Engineering Mechanics,NPTEL,https://nptel.ac.in/courses/112105124
Artificial Intelligence and Data Science,Quality Assurance Engineer,Project Management,NPTEL,https://nptel.ac.in/courses/110104073
Artificial Intelligence and Data Science,Quality Assurance Engineer,Machine Learning Specialization,Coursera,https://www.coursera.org/specializations/machine-learning-introduction
