ALL UNIVERSITIES,,,,,,
(As on Date:  12-2-2026  15:20:32),,,,,,
Aishe Code,Name,State,District,Website,Year Of Establishment,Location
U-1085,"SOMAIYA VIDYAVIHAR UNIVERSITY, MUMBAI",Maharashtra,Mumbai,www.somaiya.edu,2019,Urban
U-1314,Sona Devi University,Jharkhand,East Singhbum,www.sonadeviuniversity.ac.in,-,Rural
U-0118,"South Asian University, New Delhi",Delhi,South,https://www.sau.int,2010,Urban
U-0992,SPICER ADVENTIST UNIVERSITY,Maharashtra,Pune,https://sau.edu.in,2014,Urban
U-1365,Sports University of Haryana,Haryana,Sonipat,www.suoh.ac.in,-,Rural
U-0266,"Sree Chitra Tirunal Institute for Medical Sciences and Technology, Thiruvananthapuram",Kerala,Thiruvananthapuram,www.sctimst.ac.in,1980,Urban
U-1130,SREENARAYANAGURU OPEN UNIVERSITY,Kerala,Kollam,www.sgou.ac.in,2020,Urban
U-1363,Sreenidhi University,Telangana,MEDCHAL MALKAJGIRI,https://suh.edu.in,-,Urban
U-0265,"Sree Sankaracharya University of Sanskrit, Kalady",Kerala,Ernakulam,ssus.ac.in,1993,Rural
U-1167,SRI AUROBINDO UNIVERSITY,Madhya Pradesh,Indore,www.sriaurobindounivesity.com,2020,Urban
U-1113,"SRI BALAJI UNIVERSITY, PUNE",Maharashtra,Pune,www.sbup.edu.in,2019,Urban
U-0370,Sri Balaji Vidyapeeth (Deemed to be University),Puducherry,Puducherry,sbvu.ac.in,2001,Rural
U-0477,"Sri Chandrasekharendra Saraswathi Viswa Mahavidyalaya, Kancheepuram",Tamil Nadu,Kancheepuram,http://www.kanchiuniv.ac.in,1976,Rural
U-0241,"Sri Devaraj Urs Academy of Higher Education and Research, Kolar",Karnataka,Kolar,www.sduaher.ac.in,1986,Rural
U-0717,"SRI DEV SUMAN UTTARAKHAND UNIVERSITY, BADSHAHITHOL, TEHRI",Uttarakhand,Tehri Garhwal,www.sdsuv.ac.in,2011,Rural
U-0606,"Sri Guru Granth Sahib World University, Fatehgarh Sahib",Punjab,Fatehgarh Sahib,www.sggswu.edu.in,2008,Urban
U-0913,Sri Guru Ram Das University of Health Sciences,Punjab,Amritsar,www.sgrduhs.in,2016,Rural
U-0845,SRI KONDA LAXMAN TELANGANA STATE HORTICULTURAL UNIVERSITY (SKLTSHU),Telangana,Siddipet,www.skltshu.ac.in,2014,Rural
U-0033,"Sri Krishnadevaraya University, Anantapur",Andhra Pradesh,Ananthapuramu,www.skuniversity.ac.in,1967,Rural
U-0669,"SRIMANTA SANKARADEVA UNIVERSITY OF HEALTH SCIENCES, GUWAHATI",Assam,Kamrup Metro,www.ssuhs.in,2009,Urban
U-1233,SRINATH UNIVERSITY,Jharkhand,Saraikela Kharsawan,https://srinathuniversity.ac.in,2021,Urban
U-0935,SRINIVAS UNIVERSITY,Karnataka,Dakshina Kannada,www.srinivasuniversity.edu.in,2013,Urban
U-0034,"Sri Padmavathi Mahila Visva Vidyalayam, Tirupathi",Andhra Pradesh,Chittoor,www.spmvv.ac.in,1983,Urban
U-0478,Sri Ramachandra Institute of Higher Education and Research (Deemed University),Tamil Nadu,Thiruvallur,www.sriramachandra.edu.in,1985,Urban
U-0599,"Sri Sai University, Palampur",Himachal Pradesh,Kangra,www.srisaiuniversity.org,2010,Rural
U-0035,Sri Sathya Sai Institute of Higher Learning,Andhra Pradesh,Sri Sathya Sai,www.sssihl.edu.in,1981,Urban
U-1241,SRI SATHYA SAI UNIVERSITY FOR HUMAN EXCELLENCE,Karnataka,Kalaburagi,sssuhe.ac.in,-,Rural
U-0728,"SRI SATYA SAI UNIVERSITY OF TECHNOLOGY & MEDICAL SCIENCES, SEHORE",Madhya Pradesh,Sehore,www.sssutms.co.in,2013,Rural
U-0242,Sri Siddhartha Academy of Higher Education,Karnataka,Tumakuru,www.sahe.in,2008,Rural
U-1231,SRI SRI ANIRUDDHADEVA SPORTS UNIVERSITY,Assam,Dibrugarh,www.sasu.ac.in,2020,Rural
U-0649,SRI SRI UNIVERSITY,Odisha,Cuttack,www.srisriuniversity.edu.in,2009,Rural
U-1418,Sri Venkateshwara University,Sikkim,Pakyong,,-,Rural
U-1403,Sri Venkateswaraa University,Tamil Nadu,Thoothukkudi,www.svuniversity.ac.in,-,Rural
U-0036,"Sri Venkateswara Institute of Medical Sciences, Tirupathi",Andhra Pradesh,Chittoor,https://svimstpt.ap.nic.in,1993,Urban
U-0037,"Sri Venkateswara University, Tirupathy",Andhra Pradesh,Chittoor,www.svuniversity.edu.in,1954,Urban
U-0038,"Sri Venkateswara Vedic University, Tirpupathi",Andhra Pradesh,Chittoor,www.svvedicuniversity.ac.in,2006,Urban
U-0039,"Sri Venkateswara Veterinary University, Tirupathi",Andhra Pradesh,Chittoor,www.svvu.edu.in,2005,Urban
U-0473,"S.R.M. Institute of Science & Technology, Chennai",Tamil Nadu,Chengalpattu,www.srmist.edu.in,1985,Rural
U-0934,"SRM University-AP, Amaravati",Andhra Pradesh,Guntur,www.srmap.edu.in,2017,Rural
U-0722,"SRM UNIVERSITY, SONEPAT",Haryana,Sonipat,www.srmuniversity.ac.in ,2013,Urban
U-1318,SR University,Telangana,Warangal,https://sru.edu.in/,-,Rural
U-1337,St. Aloysius,Karnataka,Dakshina Kannada,https://staloysius.edu.in/,-,Urban
U-0951,STAREX UNIVERSITY,Haryana,Gurugram,www.starexuniversity.com,2016,Rural
U-1229,St. Joseph's University,Karnataka,Bengaluru Urban,sju.edu.in,-,Urban
U-1409,St Joseph University,Tamil Nadu,Viluppuram,sju.ac.in,-,Rural
U-0884,"ST. JOSEPH UNIVERSITY, DIMAPUR",Nagaland,Dimapur,www.stjosephuniv.edu.in,2016,Rural
U-0479,"St. Peter's Institute of Higher Education and Research, Chennai",Tamil Nadu,Thiruvallur,www.spiher.ac.in,1993,Urban
U-0911,"ST. XAVIER'S UNIVERSITY, KOLKATA",West Bengal,North 24 Parganas,www.sxuk.edu.in,2017,Urban
U-0154,"Sumandeep Vidyapeeth, Vadodara",Gujarat,Vadodara,www.sumandeepvidyapeethdu.edu.in,2007,Rural
U-0791,SUN RISE UNIVERSITY,Rajasthan,Alwar,www.sunriseuniversity.in,-,Rural
U-1207,SURAJMAL UNIVERSITY,Uttarakhand,Udham Singh Nagar,SMU.ac.in,-,Rural
U-0029,"Suravaram Pratapa Reddy Telugu University, Hyderabad",Telangana,Hyderabad,www.teluguuniversity.ac.in,1985,Urban
U-1120,SURENDRANAGAR UNIVERSITY,Gujarat,Surendranagar,www.suni.ac.in,2020,Rural
U-0427,"Suresh Gyan Vihar Univeristy, Jaipur",Rajasthan,Jaipur,www.gyanvihar.org,2000,Urban
U-0667,Sushant University,Haryana,Gurugram,www.sushantuniversity.edu.in,2012,Urban
U-1400,SVKM NMIMS Global University,Maharashtra,Dhule,https://www.svkmnmimsgu.ac.in/,-,Urban
U-0417,"Swami Keshwanand Rajasthan Agricultural University, Bikaner",Rajasthan,Bikaner,www.raubikaner.org,1987,Urban
U-1211,SWAMINARAYAN UNIVERSITY,Gujarat,Gandhinagar,www.swaminarayanuniversity.ac.in,-,Rural
U-0737,SWAMI RAMA HIMALAYAN UNIVERSITY,Uttarakhand,Dehradun,www.srhu.edu.in,2013,Rural
U-0328,"Swami Ramanand Teerth Marathwada University, Nanded",Maharashtra,Nanded,www.srtmun.ac.in,1994,Rural
U-1086,SWAMI VIVEKANANDA UNIVERSITY,West Bengal,North 24 Parganas,www.swamivivekanandauniversity.ac.in,2019,Rural
U-0243,"Swami Vivekananda Yoga Anusandhana Samsthan, Bangalore",Karnataka,Bengaluru Urban,www.svyasa.edu.in,2002,Rural
U-0543,"Swami Vivekanand Subharti University, Meerut",Uttar Pradesh,Meerut,www.subharti.org,1996,Urban
U-1430,Swami Vivekanand University,Assam,Kokrajhar,https://swamivivekananduniversity.edu.in,-,Rural
U-0661,SWAMI VIVEKANAND UNIVERSITY,Madhya Pradesh,Sagar,www.svnuniversity.co.in,2011,Rural
U-0670,SWARNIM GUJARAT SPORTS UNIVERSITY,Gujarat,Vadodara,www.sgsu.gujarat.gov.in,2011,Rural
U-0893,Swarrnim Startup & Innovation University,Gujarat,Gandhinagar,www.swarrnim.edu.in,2009,Rural
U-0329,"Symbiosis International (Deemed University), Pune",Maharashtra,Pune,www.siu.edu.in,2002,Rural
U-0979,SYMBIOSIS SKILLS AND PROFESSIONAL UNIVERSITY,Maharashtra,Pune,www.sspu.ac.in,2017,Urban
U-0921,"Symbiosis University of Applied Sciences, Indore",Madhya Pradesh,Indore,www.suas.ac.in,2016,Urban
U-1392,Takshashila University,Tamil Nadu,Viluppuram,www.takshashilauniv.ac.in,-,Rural
U-0485,"Tamilnadu Agricultural University, Coimbatore",Tamil Nadu,Coimbatore,www.tnau.ac.in,1906,Urban
U-0480,"Tamil Nadu Dr. Ambedkar Law University, Chennai",Tamil Nadu,Chennai,www.tndalu.ac.in,1997,Urban
U-0481,"Tamil Nadu Dr. M.G.R. Medical University , Chennai",Tamil Nadu,Chennai,www.tnmgrmu.ac.in,1987,Urban
U-0665,TAMIL NADU FISHERIES UNIVERSITY,Tamil Nadu,Nagapattinam,www.tnjfu.ac.in,2012,Rural
U-0680,TAMIL NADU NATIONAL LAW UNIVERSITY,Tamil Nadu,Tiruchirappalli,www.tnnlu.ac.in,2012,Rural
U-0482,"Tamil Nadu Open University, Chennai",Tamil Nadu,Chennai,www.tnou.ac.in,2002,Urban
U-0486,"Tamilnadu Physical Education and Sports University, Chennai",Tamil Nadu,Chengalpattu,wwww.tnpesu.org,2004,Rural
U-0483,"Tamil Nadu Teachers Education University, Chennai",Tamil Nadu,Chennai,www.tnteu.ac.in,2008,Urban
U-0487,"Tamilnadu Veterinary & Animal Sciences University, Chennai",Tamil Nadu,Thiruvallur,www.tanuvas.ac.in,1903,Urban
U-0484,"Tamil Univesity, Thanjavur",Tamil Nadu,Thanjavur,www.tamiluniversity.ac.in,1981,Rural
U-0709,"TANTIA UNIVERSITY, SRI GANGANAGAR",Rajasthan,Ganganagar,www.tantiauniversity.com,2013,Rural
U-0330,"Tata Institute of Fundamental Research, Mumbai",Maharashtra,Mumbai,www.tifr.res.in,1945,Urban
U-0331,"Tata Institute of Social Sciences, Mumbai",Maharashtra,Mumbai,www.tiss.ac.in,1936,Urban
U-0781,TEAM LEASE SKILLS UNIVERSITY,Gujarat,Vadodara,www.teamleaseuniversity.ac.in,2013,Urban
U-0729,"TECHNO GLOBAL UNIVERSITY, SIRONG",Madhya Pradesh,Vidisha,www.technoglobaluniversitysironjmp.com,2012,Rural
U-1302,TECHNO INDIA UNIVERSITY TRIPURA,Tripura,West Tripura,www.tiut.ac.in,-,Rural
U-0865,"TECHNO INDIA UNIVERSITY, WEST BENGAL",West Bengal,Kolkata,www.technoindiauniversity.ac.in,2012,Urban
U-0544,"Teerthanker Mahaveer University, Moradabad",Uttar Pradesh,Moradabad,www.tmu.ac.in,2008,Rural
U-0040,"Telangana University, Nizamabad",Telangana,Nizamabad,www.telanganauniversity.ac.in,2006,Rural
U-0119,"TERI School of Advanced Studies, New Delhi",Delhi,New Delhi,www.terisas.ac.in,1998,Urban
U-0056,"Tezpur University, Tezpur",Assam,Sonitpur,www.tezu.ernet.in,1994,Rural
U-0385,"Thapar Institute of Engineering and Technology, Patiala",Punjab,Patiala,www.thapar.edu,1956,Urban
U-1221,THE ALIPURDUAR UNIVERSITY,West Bengal,Alipurduar,https://www.alipurduaruniversity.ac.in/,2020,Urban
U-1310,The Apollo University,Andhra Pradesh,Chittoor,https://apollouniversity.edu.in/,-,Urban
U-0682,THE ASSAM KAZIRANGA UNIVERSITY,Assam,Jorhat,https://www.kzu.ac.in/,2012,Rural
U-0894,"THE ASSAM ROYAL GLOBAL UNIVERSITY, Guwahati, District- Kamrup (Metro)",Assam,Kamrup Metro,www.rgu.ac,2009,Urban
U-1082,THE CHARUTAR VIDYA MANDAL (CVM) UNIVERSITY,Gujarat,Anand,https://cvmu.edu.in,2019,Rural
U-0041,"The English and Foreign Languages University, Hyderabad",Telangana,Hyderabad,www.efluniversity.ac.in,1958,Urban
U-0348,"The Global Open University Nagaland, Dimapur",Nagaland,Dimapur,www.nagaland.net.in,2006,Rural
U-1308,THE GLOBAL UNIVERSITY,Arunachal Pradesh,Papum Pare,www.tgu.ac.in,-,Urban
U-0561,"The ICFAI University, Dehradun",Uttarakhand,Dehradun,www.iudehradun.edu.in,2003,Rural
U-0871,"THE ICFAI UNIVERSITY, JAIPUR",Rajasthan,Jaipur,www.iujaipur.edu.in,2011,Urban
U-0432,The ICFAI University Sikkim,Sikkim,Gangtok,www.iusikkim.edu.in,2004,Urban
U-0494,"The Institute of Chartered Financial Analysts of India University, Agartala",Tripura,West Tripura,www.iutripura.edu.in,2004,Rural
U-0346,"The Institute of Chartered Financial Analysts of India University, Aizawl",Mizoram,Aizawl,www.iumizoram.edu.in,2006,Urban
U-0349,"The Institute of Chartered Financial Analysts of India University, Dimapur",Nagaland,Dimapur,www.iunagaland.edu.in,2007,Rural
U-0211,"The Institute of Chartered Financial Analysts of India University, Jharkhand",Jharkhand,Ranchi,www.iujharkhand.edu.in,2008,Rural
U-1100,THE MAHARAJA BHUPINDER SINGH PUNJAB SPORTS UNIVERSITY,Punjab,Patiala,mbspsu.ac.in,2019,Urban
U-0866,THE NEOTIA UNIVERSITY,West Bengal,South 24 Parganas,https://www.tnu.in,2014,Rural
U-0163,"The Northcap University, Gurgaon",Haryana,Gurugram,www.ncuindia.edu,1996,Urban
U-0859,THE SANSKRIT COLLEGE AND UNIVERSITY,West Bengal,Kolkata,www.sanskritcollegeanduniversity.org.in,1824,Urban
U-0983,THE TAMILNADU DR. J JAYALALITHAA MUSIC AND FINE ARTS UNIVERSITY,Tamil Nadu,Chennai,www.tnjjmfau.in,2013,Urban
U-0569,The University of Burdwan,West Bengal,Purba Bardhaman,www.buruniv.ac.in,1960,Rural
U-0745,THE UNIVERSITY OF TRANS-DISCIPLINARY HEALTH SCIENCES AND TECHNOLOGY,Karnataka,Bengaluru Urban,,2013,Urban
U-0585,"The West Bengal National University of Juridicial Sciences, Kolkata",West Bengal,Kolkata,www.nujs.edu,1999,Urban
U-0586,"The West Bengal University of Health Sciences, Kolkata",West Bengal,North 24 Parganas,http://www.wbuhs.ac.in,2003,Urban
U-0488,"Thiruvalluvar Univeristy, Vellore",Tamil Nadu,Vellore,www.tvu.edu.in,2002,Rural
U-0716,"THUNCHATH EZHUTHACHAN MALAYALAM UNIVERSITY, TIRUR",Kerala,Malappuram,www.malayalamuniversity.edu.in,2012,Rural
U-0333,"Tilak Maharashtra Vidyapeeth, Pune",Maharashtra,Pune,www.tmv.edu.in,1921,Urban
U-0076,"T.M. Bhagalpur University, Bhagalpur",Bihar,Bhagalpur,www.tmbuniv.ac.in,1960,Urban
U-1222,TransStadia University,Gujarat,Ahmedabad,www.tsuniv.edu.in,-,Urban
U-1441,Tribhuvan Sahkari University,Gujarat,Anand,,-,Urban
U-1422,Trident University of Applied Sciences,Sikkim,Gyalshing,,-,Urban
U-0495,"Tripura University, Agartala",Tripura,West Tripura,www.tripurauniv.ac.in,1987,Urban
U-1319,T S Mishra University,Uttar Pradesh,Lucknow,www.tsm.edu.in,-,Urban
U-0244,"Tumkur University, Tumkur",Karnataka,Tumakuru,www.tumkuruniversity.ac.in,2004,Rural
U-0668,UKA TARSADIA UNIVERSITY,Gujarat,Surat,http://utu.ac.in,2011,Rural
U-1214,UNITED UNIVERSITY,Uttar Pradesh,Prayagraj,WWW.UNITEDUNIVERSITY.EDU.IN,2021,Urban
U-1278,UNIVERSAL Ai UNIVERSITY,Maharashtra,Raigad,https://www.universalai.in/,-,Rural
U-1404,Universal SkillTech University,Maharashtra,Palghar,https://universalskilltechuniversity.edu.in ,-,Urban
U-0637,"UNIVERSITY OF AGRICULTURAL AND HORTICULTURAL SCIENCES, SHIMOGA",Karnataka,Shivamogga,www.uahs.edu.in,2011,Urban
U-0248,"University of Agricultural Sciences, Bangalore",Karnataka,Bengaluru Urban,www.uasbangalore.edu.in,1963,Urban
U-0246,"University  of Agricultural Sciences, Dharwad",Karnataka,Dharwad,www.uasd.edu,1947,Urban
U-1433,University of Agricultural Sciences Mandya,Karnataka,Mandya,,-,Rural
U-0247,"University  of Agricultural Sciences, Raichur",Karnataka,Raichur,www.uasraichur.edu.in,2009,Urban
U-0548,"University of Allahabad, Allahabad",Uttar Pradesh,Prayagraj,http://www.allduniv.ac.in,1887,Urban
U-0570,UNIVERSITY OF CALCUTTA,West Bengal,Kolkata,www.caluniv.ac.in,1857,Urban
U-0251,"UNIVERSITY OF CALICUT, MALAPPURAM",Kerala,Malappuram,www.uoc.ac.in,1968,Rural
U-0120,University of Delhi,Delhi,North,www.du.ac.in,1922,Urban
U-0756,UNIVERSITY OF ENGINEERING AND MANAGEMENT,Rajasthan,Jaipur,https://jaipur.uem.edu.in/,2012,Rural
U-0823,"UNIVERSITY OF ENGINEERING AND MANAGEMENT, KOLKATA",West Bengal,North 24 Parganas,www.uem.edu.in,2014,Urban
U-0571,"University of Gour Banga, Malda",West Bengal,Malda,www.ugb.ac.in,2008,Urban
U-0245,"University  of Horticultural Sciences, Bagalkot",Karnataka,Bagalkote,https://uhsbagalkot.karnataka.gov.in,2008,Urban
U-0042,"University of Hyderabad, Hyderabad",Telangana,Ranga Reddy,www.uohyd.ac.in,1974,Urban
U-0195,"University of Jammu, Jammu Tawi",Jammu and Kashmir,Jammu,www.jammuuniversity.ac.in,1969,Urban
U-0196,"University of Kashmir, Srinagar",Jammu and Kashmir,Srinagar,www.kashmiruniversity.net,1948,Urban
U-0260,"University of Kerala, Thiruvananthapuram",Kerala,Thiruvananthapuram,www.keralauniversity.ac.in,1937,Urban
U-1097,UNIVERSITY OF LADAKH,Ladakh,Leh Ladakh,Uol.ac.in,2019,Urban
U-0524,UNIVERSITY OF LUCKNOW,Uttar Pradesh,Lucknow,www.lkouniv.ac.in,1867,Urban
U-0318,University of Mumbai,Maharashtra,Mumbai,www.mu.ac.in,1857,Urban
U-0235,"University of Mysore, Mysore",Karnataka,Mysuru,www.uni-mysore.ac.in,1916,Urban
U-0563,"University of Patanjali, Patanjali Yogpeeth, Haridwar",Uttarakhand,Haridwar,www.universityofpatanjali.com,2006,Urban
U-0564,"University of Petroleum and Energy Studies, Dehradun",Uttarakhand,Dehradun,www.upes.ac.in,2003,Rural
U-0422,University of Rajasthan,Rajasthan,Jaipur,www.uniraj.ac.in,1947,Urban
U-0639,UNIVERSITY OF SCIENCE AND TECHNOLOGY,Meghalaya,Ri Bhoi,www.ustm.ac.in,2011,Rural
U-0874,University of Technology,Rajasthan,Jaipur,www.uot.edu.in,2017,Rural
U-1288,UNIVERSITY OF VISVESVARAYA COLLEGE OF ENGINEERING,Karnataka,Bengaluru Urban,uvce.ac.in,-,Urban
U-1157,UPL University of Sustainable Technology,Gujarat,Bharuch,https://upluniversity.ac.in/,2021,Rural
U-0534,"UP Pandit Deen Dayal Upadhyaya Veterinary University & Gau-Anusandhan Sansthan, Mathura",Uttar Pradesh,Mathura,www.upvetuniv.edu.in,1947,Urban
U-0546,"U.P. Rajarshi Tandon Open University, Allahabad",Uttar Pradesh,Prayagraj,www.uprtou.ac.in,1999,Urban
U-0902,Usha Martin University,Jharkhand,Ranchi,https://www.umu.ac.in/,2013,Rural
U-0366,"Utkal University, Bhubaneswar",Odisha,Khordha,www.utkal-university.org,1943,Urban
U-0365,"Utkal University of Culture, Bhubaneswar",Odisha,Khordha,www.uuc.ac.in,1999,Urban
U-0681,UTTARAKHAND AYURVED UNIVERSITY,Uttarakhand,Dehradun,www.uau.ac.in,2009,Rural
U-0623,Uttarakhand Open University,Uttarakhand,Nainital,https://uou.ac.in,2005,Rural
U-0565,"Uttarakhand Sanskrit University, Hardwar",Uttarakhand,Haridwar,www.usvv.ac.in,2005,Rural
U-0654,"UTTARAKHAND UNIVERSITY OF HORTICULTURE AND FORESTRY, BHARSAR",Uttarakhand,Pauri Garhwal,www.uuhf.ac.in,2011,Rural
U-0750,"UTTARANCHAL UNIVERSITY, DEHRADUN",Uttarakhand,Dehradun,https://www.uudoon.in/,2013,Urban
U-0587,"Uttar Banga Krishi Vishwavidyalaya, Cooch Behar",West Bengal,Cooch Behar,www.ubkv.ac.in,1979,Rural
U-0882,"UTTAR PRADESH UNIVERSITY OF MEDICAL SCIENCES,",Uttar Pradesh,Etawah,www.upums.ac.in,2005,Rural
U-0566,"Uttrakhand Technical University, Dehradun",Uttarakhand,Dehradun,www.uktech.ac.in,2005,Rural
U-1163,VANITA VISHRAM WOMENS UNIVERSITY,Gujarat,Surat,vvwusurat.ac.in,2021,Rural
U-0428,"Vardhman Mahaveer Open University, Kota",Rajasthan,Kota,http://www.vmou.ac.in/,1987,Urban
U-1348,Varun Arjun University,Uttar Pradesh,Shahjahanpur,www.vau.edu.in,-,Rural
U-0316,"Vasantrao Naik Marathwada Krishi Vidyapeeth, Parbhani",Maharashtra,Parbhani,www.vnmkv.ac.in,1972,Urban
U-1428,Vasireddy Venkatadri International Technological University,Andhra Pradesh,Guntur,www.vvitu.com,-,Rural
U-1438,Veeranari Chakali Ilamma Womens University,Telangana,Hyderabad,www.vciwu.ac.in,-,Urban
U-0550,"Veer Bahadur Singh Purvanchal University, Jaunpur",Uttar Pradesh,Jaunpur,www.vbspu.ac.in,1987,Rural
U-0077,"Veer Kunwar Singh University, Arrah",Bihar,Bhojpur,www.vksu.ac.in,1992,Urban
U-0153,"Veer Narmad South Gujarat University, Surat",Gujarat,Surat,www.vnsgu.ac.in,1965,Urban
U-1296,VEER SURENDRA SAI INSTITUTE OF MEDICAL SCIENCES  AND RESEARCH,Odisha,Sambalpur,vimsar.ac.in,-,Urban
U-0367,"Veer Surendra Sai University of Technology, Sambalpur",Odisha,Sambalpur,www.vssut.ac.in,1956,Urban
U-0945,Vellore Institute of Technology - Andhra Pradesh,Andhra Pradesh,Guntur,www.vitap.ac.in,2017,Rural
U-0490,"Vellore Institute of Technology, Vellore",Tamil Nadu,Vellore,www.vit.ac.in,1984,Urban
U-0491,"Vels Institute of Science, Technology and Advanced Studies, Chennai",Tamil Nadu,Chengalpattu,www.vistas.ac.in,1992,Urban
U-0489,"Vel Tech Rangarajan Dr. Sagunthala R & D Institute of Science & Technology, Chennai",Tamil Nadu,Thiruvallur,www.veltech.edu.in,1997,Rural
U-0767,VENKATESHWARA OPEN UNIVERSITY,Arunachal Pradesh,Papum Pare,www.vou.ac.in,2012,Rural
U-1216,VIDHYADEEP UNIVERSITY,Gujarat,Surat,www.vidhyadeepuni.ac.in,-,Rural
U-0588,"Vidyasagar University, Midnapore",West Bengal,Paschim Medinipur,www.vidyasagar.ac.in,1981,Urban
U-1197,Vidyashilp University,Karnataka,Bengaluru Rural,www.vidyashilp.edu.in,2021,Rural
U-1385,Vidya University,Uttar Pradesh,Meerut,https://vidya.edu.in/,-,Urban
U-0043,"Vignan's Foundation of Science, Technology & Research, Guntur",Andhra Pradesh,Guntur,www.vignan.ac.in,1997,Rural
U-0603,"Vijayanagara Sri Krishnadevaraya University, Bellary",Karnataka,Ballari,www.vskub.ac.in,1995,Urban
U-1087,VIJAYBHOOMI UNIVERSITY,Maharashtra,Raigad,https://vijaybhoomi.edu.in,2018,Rural
U-1280,VIKRAM DEV UNIVERSITY,Odisha,Koraput,www.vikramdevuniversity.ac.in,-,Urban
U-0044,"Vikram Simhapuri University, Nellore",Andhra Pradesh,Sri Potti Sriramulu Nellore,www.vsu.ac.in,2008,Rural
U-0291,"Vikram University, Ujjain",Madhya Pradesh,Ujjain,www.vikramuniv.ac.in,1956,Urban
U-1267,VIKRANT UNIVERSITY,Madhya Pradesh,Gwalior,https://vikrantuniversity.ac.in/,-,Rural
U-0492,"VINAYAKA MISSIONs RESEARCH FOUNDATION, SALEM",Tamil Nadu,Salem,www.vmrfdu.edu.in,1982,Rural
U-0212,"Vinoba Bhave University, Hazaribagh",Jharkhand,Hazaribagh,www.vbu.ac.in,1992,Rural
U-1030,"VISHWAKARMA SKILLS UNIVERSITY, JAIPUR",Rajasthan,Jaipur,www.vsuraj.ac.in,2017,Urban
U-0888,VISHWAKARMA UNIVERSITY,Maharashtra,Pune,www.vupune.ac.in,2017,Urban
U-0589,"Visva Bharati, Shantiniketan",West Bengal,Birbhum,www.visva-bharati.ac.in,1921,Rural
U-0334,"Visvesvaraya National Institute of Technology, Nagpur",Maharashtra,Nagpur,www.vnit.ac.in,1960,Urban
U-0249,"Visvesvaraya Technological University, Belagavi",Karnataka,Belagavi,www.vtu.ac.in,1994,Rural
U-0923,"VIT Bhopal University, Sehore",Madhya Pradesh,Sehore,www.vitbhopal.ac.in,2017,Rural
U-0748,VIVEKANANDA GLOBAL UNIVERSITY,Rajasthan,Jaipur,http://www.vgu.ac.in,2012,Rural
U-1390,Vivek University,Uttar Pradesh,Bijnor,https://vivekuniversity.ac.in/,-,Urban
U-0590,"WEST BENGAL STATE UNIVERSITY ( BARASAT, NORTH 24 PARGANAS)",West Bengal,North 24 Parganas,www.wbsu.ac.in,2008,Rural
U-0591,"West Bengal University of Animal and Fishery Sciences, Kolkata",West Bengal,Kolkata,www.wbuafscl.ac.in,1995,Urban
U-0628,"William Carey University, Shillong",Meghalaya,East Khasi Hills,www.williamcareyuniversity.ac.in,2005,Urban
U-0948,World University of Design,Haryana,Sonipat,www.wud.ac.in,2018,Urban
U-1137,WOXSEN UNIVERSITY,Telangana,Sangareddy,https://woxsen.edu.in/,2014,Rural
U-0715,"XIM UNIVERSITY, BHUBANESWAR",Odisha,Puri,www.xim.edu.in,1987,Urban
U-0335,Yashwantrao Chavan Maharashtra Open University,Maharashtra,Nashik,"http://ycmou..ac.in, http://ycmou.digitaluniversity.ac",1989,Urban
U-0930,YBN University,Jharkhand,Ranchi,ybnu.ac.in,2017,Rural
U-0250,"Yenepoya (deemed to be University), Mangalore",Karnataka,Dakshina Kannada,www.yenepoya.edu.in,1992,Urban
U-0045,"Yogi Vemana University, Kadapa",Andhra Pradesh,Y.S.R. Kadapa,www.yogivemanauniversity.ac.in,2006,Rural
