Aishe Code,Name,State,Website
C-6151,camellia institute of technology 230,West Bengal,https://www.camelliait.ac.in
C-6197,camellia school of engineering and technology 238,West Bengal,https://www.cset.org.in
C-1323,"canara engineering college, bantwal",Karnataka,https://www.canaraengineering.in
C-27081,cape institute of technology,Tamil Nadu,https://www.capeitech.org
C-30188,"capital engineering college, (cec), mahatpala, khordha",Odisha,https://cecodisha.edu.in/
C-61962,care college of engineering (formerly care group of institutions),Tamil Nadu,https://www.care.ac.in
C-51002,carmel college of engineering and technology,Kerala,https://www.carmelcet.in
C-75320,cauvery college of engineering,Karnataka,https://www.ccemysuru.ac.in
C-51271,"cauvery institute of technology, mandya",Karnataka,https://www.citmandya.in
C-1318,c. byregowda institute of technology,Karnataka,https://www.cbitkolar.edu.in
C-50548,central institute of petrochemicals engineering and technology,Gujarat,https://www.cipet.gov.in
C-30067,"central institute of petrochemicals engineering and technology (cipet), bhubaneswar",Odisha,https://WWW.CIPET.GOV.IN
C-16479,central institute of petrochemicals engineering and technology (formerly central institute of plastics engineering and technology),Tamil Nadu,https://www.cipet.gov.in
C-66941,"central institute of petrochemicals engineering & technology (cipet), jaipur",Rajasthan,https://www.cipet.gov.in
C-59735,central institute of petrochemicals engineering & technology (cipet) - raipur,Chhattisgarh,https://www.cipet.gov.in
C-52030,"central institute of petrochemicals engineering & technology, kochi (cipet)",Kerala,https://www.cipet.gov.in
C-323," central institute of petrochemicals engineering & technology, vatva, ahmedabad 052 ",Gujarat,https://www.cipet.gov.in
C-50926,centurion institute of technology,Odisha,https://www.cutm.ac.in
C-29461,"cgc college of engineering, landran",Punjab,https://www.cgc.edu.in
C-54194,chaibasa engineering college (estd. by govt. of jharkhand & run by techno india under ppp),Jharkhand,https://chaibasaengg.edu.in
C-25622,chaitanya bharathi institute of technology,Telangana,https://www.cbit.ac.in
C-26867,"chaitanya bharathi institute of technology, proddutur",Andhra Pradesh,https://www.cbit.edu.in
C-18021,"chaitanya engineering college, chaitanya valley, kommadi, madhurawada,pin-530041(cc-l6)",Andhra Pradesh,https://www.cec.ac.in
C-39475,"chalapathi institute of engineering & technology, lam",Andhra Pradesh,https://www.chalapathiengg.ac.in
C-17950,"chalapathi institute of technology, a.r.nagar, amaravathi road, mothadaka, tadikonda(md), pin-522016  (cc-ht)",Andhra Pradesh,https://www.city.ac.in
C-70902,chandigarh college of engineering,Punjab,https://www.cgc.ac.in
C-29359,"chandigarh college of  engineering & technology (degree wing), sector-26",Chandigarh,https://www.ccet.ac.in
C-10342,"chandigarh engineering college-cgc, landran, mohali",Punjab,https://www.cecmohali.org
C-49525,chandigarh engineering college jhanjeri ,Punjab,https://www.cgc.ac.in
C-16183,chandubhai s. patel institute of technology,Gujarat,https://www.charusat.ac.in/cspit
C-1312,"channabasaveshwara institute of technology, gubbi",Karnataka,https://www.cittumkur.org
C-25269,chartered institute of technology,Rajasthan,https://www.citabu.ac.in
C-36920,ch. brahm prakash govt. engineering college,Delhi,https://www.gecdelhi.ac.in
C-25027,chendhuran college of engineering and technology,Tamil Nadu,https://www.chendhuran.ac.in
C-16576,chennai institute of technology,Tamil Nadu,https://www.citchennai.edu.in
C-37006,chettinad college of engineering & technology,Tamil Nadu,http://chettinadtech.ac.in
C-46671,"chhatrapati shahu ji maharaj college of engineering and technology, allahabad",Uttar Pradesh,https://www.csmgoi.org
C-15650,"chhatrapati shivaji institute of technology kolihapuri, p o pisegaon",Chhattisgarh,https://www.csitdurg.in
C-56288," chhatrapati shivaji maharaj institute of technology, panvel",Maharashtra,https://www.csmit.in
C-15653,"chhattisgarh engineering college borsi, dhanora road",Chhattisgarh,https://www.cgcolleges.co
C-16645,"chhattisgarh institute of technology (cgit), jagdalpur, bastar, chhattisgarh",Chhattisgarh,https://www.gecjdp.ac.in
C-75735,"chhattisgarh institute of technology, raigarh",Chhattisgarh,https://www.kgpraigarh.ac.in/
C-185,chhotubhai gopalbhai patel institute of technology,Gujarat,https://www.cgpit-bardoli.edu.in
C-43833,"chinmaya institute of technology, govindagiri.,chala, kannur",Kerala,https://www.chintech.ac.in
C-17968,"chirala engineering college, ramapuram, beach road, chirala, pin-523157 (cc-e9)",Andhra Pradesh,https://www.cecc.co.in
C-26909,"chiranjeevi reddy institute of engineering and technology, anantapur",Andhra Pradesh,https://www.crit.ac.in
C-6551,chirst institute of technology,Puducherry,https://www.cit-edu.in
C-15646,"chouksey engineering college  lal khadan,  masturi road",Chhattisgarh,https://www.cecbilaspur.ac.in
C-58700,ch. ranbir singh state institute of engineering and technology,Haryana,https://www.crssietjhajjar.ac.in
C-61341,christ college of engineering,Kerala,https://www.cce.edu.in
C-6522,christ college of engineering and technology,Puducherry,https://www.christcet.edu.in
C-26780,christian college of engineering and technology,Tamil Nadu,http://christianengineering.in
C-16644,christian college of engineering and technology bhilai.,Chhattisgarh,https://www.ccetbhilai.ac.in
C-36941,christ the king engineering college,Tamil Nadu,https://www.ckec.ac.in
C-19716,christu jyothi institute of technology & sciences,Telangana,https://www.cjits.ac.in
C-1307,"city engineering college, bangalore",Karnataka,https://www.cityengineeringcollege.ac.in
C-25014,c.k. college of  engineering & technology,Tamil Nadu,https://www.ckcet.edu.in
C-19735,cmr college of engineering & technology,Telangana,https://www.cmrcet.ac.in
C-19760,cmr engineering college,Telangana,https://www.cmrec.ac.in
C-19837,cmr institute of technology,Telangana,https://cmrithyderabad.edu.in/
C-1406,"c m r institute of technology, bangalore",Karnataka,https://www.cmrit.ac.in
C-37005,cms college of engineering,Tamil Nadu,https://www.cmscollegeofengg.org
C-37075,cms college of engineering and technology,Tamil Nadu,https://www.cmscet.com
C-9476,cochin university college of engineering,Kerala,https://www.cucek.cusat.ac.in
C-76738,college of agricultural engineering and technology,Punjab,https://pauwp.pau.edu/
C-6352,college of agricultural engineering and technology- junagadh,Gujarat,https://www.jau.in
C-73495,"college of agricultural engineering and technology, khedbrahma, currently at sardarkrushinagar",Gujarat,https://www.sdau.edu.in
C-52321,"college of agricultural engineering and technology, sangareddy",Telangana,https://-
C-29457,college of agricultural engineering & technology,Haryana,https://www.hau.ac.in
C-43582,college of agricultural engineering & technology,Maharashtra,https://dbskkv.org/caet
C-44558,"college of agricultural engineering & technology, akola",Maharashtra,https://www.pdkv.ac.in
C-21470,"college of agricultural engineering & technology, bhubaneswar",Odisha,https://-
C-7228,"college of agricultural engineering & technology, godhra",Gujarat,https://www.aau.in
C-55090,"college of agril. engineering and technology.sangulwadi,tal vaibhavwadi",Maharashtra,https://www.asspm.in
C-59829,college of engineering,Madhya Pradesh,https://www.aku.ac.in
C-44823,"college of engineering ,adoor",Kerala,https://www.cea.ac.in
C-46415,"college of engineering and rural technology, meerut",Uttar Pradesh,https://certmeerut.ac.in
C-44372,"college of engineering and technology, payyannur",Kerala,https://www.cetp.edu.in
C-50501,"college of engineering, aranmula",Kerala,https://cearanmula.ac.in
C-9473,"college of engineering, attingal",Kerala,https://www.ceattingal.ac.in
C-30032,"college of engineering (ceb), bhubaneswar",Odisha,https://www.coeb.ac.in
C-9453,"college of engineering ,chengannur",Kerala,https://ceconline.edu
C-9478,"college of engineering, cherthala",Kerala,https://www.cectl.ac.in
C-23966,college of engineering for women,Andhra Pradesh,https://www.andhrauniversity.edu.in
C-15762,college of engineering gopalpur ranjani road gopalpur pandharpur-413304,Maharashtra,https://coe.sveri.ac.in
C-25072,"college of engineering, guindy campus",Tamil Nadu,https://www.annauniv.edu
C-9456,"college of engineering ,kallooppara",Kerala,http://www.cek.ac.in
C-9461,"college of engineering ,karunagappally",Kerala,https://www.ceknpy.ac.in
C-9457,college of engineering kidangoor,Kerala,https://www.ce-kgr.org
C-9464,"college of engineering ,kottarakkara",Kerala,https://www.cekottarakkara.ihrd.ac.in
C-9454,"college of engineering , munnar",Kerala,https://www.cemunnar.ac.in
C-55693,college of engineering muttathara,Kerala,https://www.cemuttathara.ac.in
C-47498,"college of engineering, pathanapuram",Kerala,https://www.cepathanapuram.ac.in
C-9467,"college of engineering, perumon",Kerala,https://www.perumonec.ac.in
C-9472,"college of engineering, poonjar",Kerala,https://www.cep.ac.in
C-21275,college of engineering roorkee,Uttarakhand,https://www.coer.ac.in
C-43169,"college of engineering & technology, akola.",Maharashtra,https://www.coeta.ac.in
C-9481,"college of engineering ,thalassery",Kerala,https://www.cethalassery.ac.in
C-9455,"college of engineering,thrikkaripur",Kerala,https://cetkr.ac.in
C-43708,college of engineering trivandrum.,Kerala,https://www.cet.ac.in
C-9471,college of engineering vadakara,Kerala,https://www.cev.ac.in
C-15641,"columbia institute of engineering and technology bhurkoni, post tekari",Chhattisgarh,https://www.cietraipur.ac.in
C-55633,cooch behar government engineering college 349,West Bengal,https://www.cgec.org.in
C-1394,"coorg institute of technology, ponnampet",Karnataka,https://www.citcoorg.edu.in
C-37016,csi college of engineering,Tamil Nadu,https://www.csice.edu.in
C-27093,c.s.i.institute of technology,Tamil Nadu,https://www.csiit.ac.in
C-52934,csi wesley institute of technology and sciences,Telangana,https://www.wesleyenggneringcollege.com
C-51494,"csmss chh. shahu college of engineering, kanchanwadi, aurangabad.",Maharashtra,https://www.csmssengg.org
C-75398,csu college of engineering and technology,Madhya Pradesh,https://www.csu.ac.in
C-52061,ct institute of technology and research,Punjab,https://www.ctgroup.in
C-10394,"ct institute of technology, shahpur",Punjab,https://www.ctgroup.in
C-18376,"cummins college of engineering for women, mauja",Maharashtra,https://www.cumminscollege.edu.in
C-60082,c. u. shah college of engineering & technology,Gujarat,https://www.ccetvbt.org
C-19607,cvr college of engineering,Telangana,https://www.cvr.ac.in
C-55185,"dadasaheb mokashi college of agricultural engineering and technology, rajmachi",Maharashtra,https://www.mokashipratishthan.org
C-48474,d a degree engineering college 118,Gujarat,https://www.dadet.in
C-17948,"dadi institute of engineering & technology, nh-5, gavarapalem, anakapalle-531002, (cc-u4)",Andhra Pradesh,https://www.diet.edu.in
C-424,dalia institute of technology,Gujarat,https://www.dids.ac.in
C-26995,"damisetty bala suresh institute of technology, kavali",Andhra Pradesh,https://www.dbsinstitutions.com
C-8753,darbhanga college of engineering,Bihar,https://www.dce-darbhanga.org/
C-19595,daripally anantharamulu college of engineering & technology,Telangana,https://www.dare.ac.in
C-73,darshan institute of engineering and technology,Gujarat,https://www.darshan.ac.in
C-232,darshan institute of engineering and technology for diploma studies,Gujarat,https://www.darshan.ac.in
C-10384,"dav institute of engineering and technology, jalandhar",Punjab,https://www.davietjal.org
C-42761,"d.a.v.institute of engineering and technology,medininagar",Jharkhand,http://www.davietpalamu.ac.in
C-1413,"dayananda sagar college of engineering, bangalore",Karnataka,https://www.dsce.edu.in/
C-25435,deccan college of engineering & technology,Telangana,https://www.deccancollege.ac.in
C-46195,"deewan v.s. institute of engineering and technology, meerut",Uttar Pradesh,https://-
C-28157,delhi global institute of technology,Haryana,https://delhiglobal.ac.in
C-46220,"delhi institute of engineering and technology, partapur bypass, meerut",Uttar Pradesh,https://www.dietmeerut.com
C-384,"department of computer application, sankalchand patel college of engineering",Gujarat,https://mca.spcevng.ac.in
C-52703,department of master of computer applications institute of engineering and technology - bhaddal,Punjab,https://www.ietbhaddal.edu.in
C-21289,dev bhoomi institute of technology,Uttarakhand,https://www.dbuu.ac.in
C-73341,devi mahalaxmi college of engineering and technology    ,Maharashtra,https://www.dmcet.in
C-46966,"dewan v s institute of engineering and technology, meerut",Uttar Pradesh,https://www.dewaninstitutes.com
C-16615,dhaanish ahmed college of engineering,Tamil Nadu,https://www.dhaanishchennai.in
C-49131,dhaanish ahmed institute of technology ,Tamil Nadu,https://www.dhaanish.com
C-16567,dhanalakshmi college of engineering,Tamil Nadu,https://www.dce.edu.in
C-16625,dhanalakshmi srinivasan college of engineering and technology,Tamil Nadu,https://www.dscet.ac.in
C-37103,dhanalakshmi srinivasan college of engineering(cbe),Tamil Nadu,https://www.dsce.ac.in
C-24984,dhanalakshmi srinivasan engineering college,Tamil Nadu,https://www.dsengg.ac.in
C-48278,dhanalakshmi srinivasan institute of technology,Tamil Nadu,https://-
C-71171,dhanbad institute of technology,Jharkhand,https://www.ditdhanbad.edu.in
C-17937,"dhanekula institute of engineering & technology, ganguru, penamalluru mandal, pin-521139(cc-8t)",Andhra Pradesh,https://www.diet.ac.in
C-57464,dharam institute of technology,Uttar Pradesh,https://www.ditbaghpat.com
C-64586,dhemaji engineering college,Assam,https://dec.ac.in
C-59586,dhruva institute of engineering and technology,Telangana,https://www.dhruvaengg.com
C-31550,digital institute of technology & science kotma,Madhya Pradesh,https://www.digital.co.in
C-73315,divy jyoti engineering college    ,Madhya Pradesh,https://www.djecsidhi.com
C-18125,"d j r college of engineering & technology, djr nagar, n.h.5, velpur (v), via gudavalli, vijayawada, pin- 521 104(cc-7k)",Andhra Pradesh,https://www.djrcet.edu.in
C-16503,dmi college of engineering,Tamil Nadu,http://www.dmice.ac.in
C-27086,dmi engineering college,Tamil Nadu,https://www.dmiengg.edu.in
C-17920,"d.n.r. college of engineering & technology, balusumudi, bhimavaram- 534 202,(cc-9p)",Andhra Pradesh,https://www.dnrcet.org
